date,key,value
10/09/16,Le Pen,0
10/10/16,Le Pen,1
10/11/16,Le Pen,2
10/12/16,Le Pen,0
10/13/16,Le Pen,0
10/14/16,Le Pen,0
10/15/16,Le Pen,0
10/16/16,Le Pen,1
10/17/16,Le Pen,1
10/18/16,Le Pen,1
10/19/16,Le Pen,0
10/20/16,Le Pen,1
10/21/16,Le Pen,1
10/22/16,Le Pen,0
10/23/16,Le Pen,0
10/24/16,Le Pen,2
10/25/16,Le Pen,1
10/26/16,Le Pen,0
10/27/16,Le Pen,0
10/28/16,Le Pen,0
10/29/16,Le Pen,0
10/30/16,Le Pen,1
10/31/16,Le Pen,1
11/01/16,Le Pen,1
11/02/16,Le Pen,0
11/03/16,Le Pen,1
11/04/16,Le Pen,0
11/05/16,Le Pen,0
11/06/16,Le Pen,0
11/07/16,Le Pen,0
11/08/16,Le Pen,0
11/09/16,Le Pen,3
11/10/16,Le Pen,2
11/11/16,Le Pen,0
11/12/16,Le Pen,1
11/13/16,Le Pen,2
11/14/16,Le Pen,2
11/15/16,Le Pen,1
11/16/16,Le Pen,10
11/17/16,Le Pen,3
11/18/16,Le Pen,0
11/19/16,Le Pen,0
11/20/16,Le Pen,1
11/21/16,Le Pen,2
11/22/16,Le Pen,3
11/23/16,Le Pen,0
11/24/16,Le Pen,1
11/25/16,Le Pen,1
11/26/16,Le Pen,0
11/27/16,Le Pen,1
11/28/16,Le Pen,2
11/29/16,Le Pen,2
11/30/16,Le Pen,4
12/01/16,Le Pen,1
12/02/16,Le Pen,2
12/03/16,Le Pen,1
12/04/16,Le Pen,0
12/05/16,Le Pen,1
12/06/16,Le Pen,3
12/07/16,Le Pen,4
12/08/16,Le Pen,5
12/09/16,Le Pen,6
12/10/16,Le Pen,0
12/11/16,Le Pen,3
12/12/16,Le Pen,3
12/13/16,Le Pen,2
12/14/16,Le Pen,3
12/15/16,Le Pen,0
12/16/16,Le Pen,2
12/17/16,Le Pen,0
12/18/16,Le Pen,0
12/19/16,Le Pen,0
12/20/16,Le Pen,0
12/21/16,Le Pen,1
12/22/16,Le Pen,2
12/23/16,Le Pen,0
12/24/16,Le Pen,0
12/25/16,Le Pen,0
12/26/16,Le Pen,0
12/27/16,Le Pen,0
12/28/16,Le Pen,2
12/29/16,Le Pen,0
12/30/16,Le Pen,1
12/31/16,Le Pen,4
01/01/17,Le Pen,0
01/02/17,Le Pen,2
01/03/17,Le Pen,7
01/04/17,Le Pen,5
01/05/17,Le Pen,5
01/06/17,Le Pen,4
01/07/17,Le Pen,1
01/08/17,Le Pen,3
01/09/17,Le Pen,1
01/10/17,Le Pen,6
01/11/17,Le Pen,1
01/12/17,Le Pen,4
01/13/17,Le Pen,1
01/14/17,Le Pen,0
01/15/17,Le Pen,0
01/16/17,Le Pen,4
01/17/17,Le Pen,1
01/18/17,Le Pen,2
01/19/17,Le Pen,4
01/20/17,Le Pen,5
01/21/17,Le Pen,0
01/22/17,Le Pen,0
01/23/17,Le Pen,0
01/24/17,Le Pen,0
01/25/17,Le Pen,1
01/26/17,Le Pen,1
01/27/17,Le Pen,0
01/28/17,Le Pen,1
01/29/17,Le Pen,1
01/30/17,Le Pen,2
01/31/17,Le Pen,3
02/01/17,Le Pen,3
02/02/17,Le Pen,4
02/03/17,Le Pen,10
02/04/17,Le Pen,8
02/05/17,Le Pen,13
02/06/17,Le Pen,8
02/07/17,Le Pen,3
02/08/17,Le Pen,2
02/09/17,Le Pen,8
02/10/17,Le Pen,8
02/11/17,Le Pen,0
02/12/17,Le Pen,1
02/13/17,Le Pen,0
02/14/17,Le Pen,1
02/15/17,Le Pen,0
09/01/16,Sarkozy,3
09/02/16,Sarkozy,2
09/03/16,Sarkozy,1
09/04/16,Sarkozy,3
09/05/16,Sarkozy,2
09/06/16,Sarkozy,5
09/07/16,Sarkozy,4
09/08/16,Sarkozy,3
09/09/16,Sarkozy,1
09/10/16,Sarkozy,0
09/11/16,Sarkozy,4
09/12/16,Sarkozy,5
09/13/16,Sarkozy,1
09/14/16,Sarkozy,0
09/15/16,Sarkozy,8
09/16/16,Sarkozy,10
09/17/16,Sarkozy,0
09/18/16,Sarkozy,2
09/19/16,Sarkozy,3
09/20/16,Sarkozy,3
09/21/16,Sarkozy,6
09/22/16,Sarkozy,4
09/23/16,Sarkozy,1
09/24/16,Sarkozy,2
09/25/16,Sarkozy,1
09/26/16,Sarkozy,4
09/27/16,Sarkozy,5
09/28/16,Sarkozy,2
09/29/16,Sarkozy,9
09/30/16,Sarkozy,4
10/01/16,Sarkozy,1
10/02/16,Sarkozy,3
10/03/16,Sarkozy,2
10/04/16,Sarkozy,1
10/05/16,Sarkozy,7
10/06/16,Sarkozy,2
10/07/16,Sarkozy,3
10/08/16,Sarkozy,3
10/09/16,Sarkozy,2
10/10/16,Sarkozy,12
10/11/16,Sarkozy,4
10/12/16,Sarkozy,1
10/13/16,Sarkozy,4
10/14/16,Sarkozy,4
10/15/16,Sarkozy,0
10/16/16,Sarkozy,0
10/17/16,Sarkozy,1
10/18/16,Sarkozy,8
10/19/16,Sarkozy,1
10/20/16,Sarkozy,5
10/21/16,Sarkozy,2
10/22/16,Sarkozy,1
10/23/16,Sarkozy,1
10/24/16,Sarkozy,1
10/25/16,Sarkozy,3
10/26/16,Sarkozy,3
10/27/16,Sarkozy,6
10/28/16,Sarkozy,5
10/29/16,Sarkozy,4
10/30/16,Sarkozy,3
10/31/16,Sarkozy,3
11/01/16,Sarkozy,1
11/02/16,Sarkozy,8
11/03/16,Sarkozy,5
11/04/16,Sarkozy,4
11/05/16,Sarkozy,1
11/06/16,Sarkozy,1
11/07/16,Sarkozy,2
11/08/16,Sarkozy,5
11/09/16,Sarkozy,6
11/10/16,Sarkozy,4
11/11/16,Sarkozy,1
11/12/16,Sarkozy,3
11/13/16,Sarkozy,2
11/14/16,Sarkozy,5
11/15/16,Sarkozy,8
11/16/16,Sarkozy,6
11/17/16,Sarkozy,7
11/18/16,Sarkozy,4
11/19/16,Sarkozy,0
11/20/16,Sarkozy,9
11/21/16,Sarkozy,24
11/22/16,Sarkozy,3
11/23/16,Sarkozy,4
11/24/16,Sarkozy,1
11/25/16,Sarkozy,4
11/26/16,Sarkozy,0
11/27/16,Sarkozy,2
11/28/16,Sarkozy,1
11/29/16,Sarkozy,1
11/30/16,Sarkozy,1
12/01/16,Sarkozy,0
12/02/16,Sarkozy,2
12/03/16,Sarkozy,1
12/04/16,Sarkozy,0
12/05/16,Sarkozy,0
12/06/16,Sarkozy,0
12/07/16,Sarkozy,0
12/08/16,Sarkozy,0
12/09/16,Sarkozy,0
12/10/16,Sarkozy,0
12/11/16,Sarkozy,1
12/12/16,Sarkozy,1
12/13/16,Sarkozy,0
12/14/16,Sarkozy,0
12/15/16,Sarkozy,1
12/16/16,Sarkozy,0
12/17/16,Sarkozy,0
12/18/16,Sarkozy,1
12/19/16,Sarkozy,0
12/20/16,Sarkozy,0
12/21/16,Sarkozy,1
12/22/16,Sarkozy,0
12/23/16,Sarkozy,0
12/24/16,Sarkozy,0
12/25/16,Sarkozy,0
12/26/16,Sarkozy,0
12/27/16,Sarkozy,0
12/28/16,Sarkozy,1
12/29/16,Sarkozy,0
12/30/16,Sarkozy,0
12/31/16,Sarkozy,0
01/01/17,Sarkozy,0
01/02/17,Sarkozy,0
01/03/17,Sarkozy,0
01/04/17,Sarkozy,1
01/05/17,Sarkozy,0
01/06/17,Sarkozy,0
01/07/17,Sarkozy,0
01/08/17,Sarkozy,0
01/09/17,Sarkozy,0
01/10/17,Sarkozy,1
01/11/17,Sarkozy,0
01/12/17,Sarkozy,0
01/13/17,Sarkozy,1
01/14/17,Sarkozy,2
01/15/17,Sarkozy,0
01/16/17,Sarkozy,1
01/17/17,Sarkozy,2
01/18/17,Sarkozy,1
01/19/17,Sarkozy,0
01/20/17,Sarkozy,1
01/21/17,Sarkozy,0
01/22/17,Sarkozy,2
01/23/17,Sarkozy,0
01/24/17,Sarkozy,0
01/25/17,Sarkozy,1
01/26/17,Sarkozy,0
01/27/17,Sarkozy,1
01/28/17,Sarkozy,3
01/29/17,Sarkozy,0
01/30/17,Sarkozy,1
01/31/17,Sarkozy,0
02/01/17,Sarkozy,0
02/02/17,Sarkozy,1
02/03/17,Sarkozy,0
02/04/17,Sarkozy,0
02/05/17,Sarkozy,0
02/06/17,Sarkozy,1
02/07/17,Sarkozy,0
02/08/17,Sarkozy,0
02/09/17,Sarkozy,1
02/10/17,Sarkozy,1
02/11/17,Sarkozy,1
02/12/17,Sarkozy,0
02/13/17,Sarkozy,0
02/14/17,Sarkozy,0
02/15/17,Sarkozy,1
09/01/16,Valls,1
09/02/16,Valls,0
09/03/16,Valls,0
09/04/16,Valls,0
09/05/16,Valls,0
09/06/16,Valls,1
09/07/16,Valls,0
09/08/16,Valls,1
09/09/16,Valls,0
09/10/16,Valls,0
09/11/16,Valls,0
09/12/16,Valls,0
09/13/16,Valls,3
09/14/16,Valls,1
09/15/16,Valls,1
09/16/16,Valls,1
09/17/16,Valls,0
09/18/16,Valls,1
09/19/16,Valls,0
09/20/16,Valls,0
09/21/16,Valls,1
09/22/16,Valls,0
09/23/16,Valls,0
09/24/16,Valls,0
09/25/16,Valls,0
09/26/16,Valls,0
09/27/16,Valls,0
09/28/16,Valls,0
09/29/16,Valls,0
09/30/16,Valls,0
10/01/16,Valls,0
10/02/16,Valls,1
10/03/16,Valls,1
10/04/16,Valls,0
10/05/16,Valls,0
10/06/16,Valls,1
10/07/16,Valls,0
10/08/16,Valls,0
10/09/16,Valls,0
10/10/16,Valls,0
10/11/16,Valls,0
10/12/16,Valls,0
10/13/16,Valls,0
10/14/16,Valls,0
10/15/16,Valls,0
10/16/16,Valls,0
10/17/16,Valls,2
10/18/16,Valls,1
10/19/16,Valls,0
10/20/16,Valls,1
10/21/16,Valls,1
10/22/16,Valls,3
10/23/16,Valls,2
10/24/16,Valls,4
10/25/16,Valls,1
10/26/16,Valls,3
10/27/16,Valls,0
10/28/16,Valls,3
10/29/16,Valls,1
10/30/16,Valls,0
10/31/16,Valls,1
11/01/16,Valls,1
11/02/16,Valls,0
11/03/16,Valls,2
11/04/16,Valls,0
11/05/16,Valls,0
11/06/16,Valls,3
11/07/16,Valls,2
11/08/16,Valls,0
11/09/16,Valls,0
11/10/16,Valls,1
11/11/16,Valls,1
11/12/16,Valls,0
11/13/16,Valls,2
11/14/16,Valls,3
11/15/16,Valls,3
11/16/16,Valls,3
11/17/16,Valls,2
11/18/16,Valls,1
11/19/16,Valls,0
11/20/16,Valls,2
11/21/16,Valls,1
11/22/16,Valls,1
11/23/16,Valls,1
11/24/16,Valls,1
11/25/16,Valls,2
11/26/16,Valls,3
11/27/16,Valls,4
11/28/16,Valls,5
11/29/16,Valls,10
11/30/16,Valls,3
12/01/16,Valls,2
12/02/16,Valls,11
12/03/16,Valls,2
12/04/16,Valls,4
12/05/16,Valls,24
12/06/16,Valls,17
12/07/16,Valls,13
12/08/16,Valls,6
12/09/16,Valls,1
12/10/16,Valls,0
12/11/16,Valls,2
12/12/16,Valls,6
12/13/16,Valls,3
12/14/16,Valls,5
12/15/16,Valls,10
12/16/16,Valls,3
12/17/16,Valls,0
12/18/16,Valls,1
12/19/16,Valls,2
12/20/16,Valls,0
12/21/16,Valls,2
12/22/16,Valls,2
12/23/16,Valls,1
12/24/16,Valls,0
12/25/16,Valls,0
12/26/16,Valls,0
12/27/16,Valls,0
12/28/16,Valls,0
12/29/16,Valls,2
12/30/16,Valls,0
12/31/16,Valls,0
01/01/17,Valls,0
01/02/17,Valls,0
01/03/17,Valls,5
01/04/17,Valls,6
01/05/17,Valls,5
01/06/17,Valls,7
01/07/17,Valls,1
01/08/17,Valls,5
01/09/17,Valls,5
01/10/17,Valls,3
01/11/17,Valls,3
01/12/17,Valls,6
01/13/17,Valls,3
01/14/17,Valls,2
01/15/17,Valls,4
01/16/17,Valls,4
01/17/17,Valls,3
01/18/17,Valls,10
01/19/17,Valls,8
01/20/17,Valls,5
01/21/17,Valls,0
01/22/17,Valls,12
01/23/17,Valls,19
01/24/17,Valls,21
01/25/17,Valls,16
01/26/17,Valls,17
01/27/17,Valls,6
01/28/17,Valls,5
01/29/17,Valls,9
01/30/17,Valls,12
01/31/17,Valls,3
02/01/17,Valls,1
02/02/17,Valls,2
02/03/17,Valls,0
02/04/17,Valls,1
02/05/17,Valls,0
02/06/17,Valls,0
02/07/17,Valls,1
02/08/17,Valls,0
02/09/17,Valls,0
02/10/17,Valls,0
02/11/17,Valls,0
02/12/17,Valls,0
02/13/17,Valls,0
02/14/17,Valls,0
02/15/17,Valls,0
