date,key,value
12/14/16,Melenchon,2
12/15/16,Le Pen,0
12/15/16,Fillon,9
12/15/16,Sarkozy,1
12/15/16,Juppe,1
12/15/16,Macron,4
12/15/16,Hollande,0
12/15/16,Valls,10
12/15/16,Montebourg,0
12/15/16,Hamon,3
12/15/16,Melenchon,0
12/16/16,Le Pen,2
12/16/16,Fillon,5
12/16/16,Sarkozy,0
12/16/16,Juppe,1
12/16/16,Macron,6
12/16/16,Hollande,1
12/16/16,Valls,3
12/16/16,Montebourg,0
12/16/16,Hamon,1
12/16/16,Melenchon,1
12/17/16,Le Pen,0
12/17/16,Fillon,4
12/17/16,Sarkozy,0
12/17/16,Juppe,0
12/17/16,Macron,2
12/17/16,Hollande,0
12/17/16,Valls,0
12/17/16,Montebourg,0
12/17/16,Hamon,0
12/17/16,Melenchon,0
12/18/16,Le Pen,0
12/18/16,Fillon,4
12/18/16,Sarkozy,1
12/18/16,Juppe,0
12/18/16,Macron,2
12/18/16,Hollande,0
12/18/16,Valls,1
12/18/16,Montebourg,3
12/18/16,Hamon,1
12/18/16,Melenchon,1
12/19/16,Le Pen,0
12/19/16,Fillon,6
12/19/16,Sarkozy,0
12/19/16,Juppe,1
12/19/16,Macron,4
12/19/16,Hollande,0
12/19/16,Valls,2
12/19/16,Montebourg,0
12/19/16,Hamon,2
12/19/16,Melenchon,0
12/20/16,Le Pen,0
12/20/16,Fillon,2
12/20/16,Sarkozy,0
12/20/16,Juppe,2
12/20/16,Macron,1
12/20/16,Hollande,0
12/20/16,Valls,0
12/20/16,Montebourg,0
12/20/16,Hamon,0
12/20/16,Melenchon,1
12/21/16,Le Pen,1
12/21/16,Fillon,4
12/21/16,Sarkozy,1
12/21/16,Juppe,1
12/21/16,Macron,3
12/21/16,Hollande,1
12/21/16,Valls,2
12/21/16,Montebourg,0
12/21/16,Hamon,0
12/21/16,Melenchon,0
12/22/16,Le Pen,2
12/22/16,Fillon,5
12/22/16,Sarkozy,0
12/22/16,Juppe,0
12/22/16,Macron,1
12/22/16,Hollande,1
12/22/16,Valls,2
12/22/16,Montebourg,0
12/22/16,Hamon,1
12/22/16,Melenchon,0
12/23/16,Le Pen,0
12/23/16,Fillon,3
12/23/16,Sarkozy,0
12/23/16,Juppe,1
12/23/16,Macron,2
12/23/16,Hollande,0
12/23/16,Valls,1
12/23/16,Montebourg,0
12/23/16,Hamon,0
12/23/16,Melenchon,0
12/24/16,Le Pen,0
12/24/16,Fillon,1
12/24/16,Sarkozy,0
12/24/16,Juppe,0
12/24/16,Macron,1
12/24/16,Hollande,0
12/24/16,Valls,0
12/24/16,Montebourg,0
12/24/16,Hamon,0
12/24/16,Melenchon,0
12/25/16,Le Pen,0
12/25/16,Fillon,0
12/25/16,Sarkozy,0
12/25/16,Juppe,0
12/25/16,Macron,1
12/25/16,Hollande,1
12/25/16,Valls,0
12/25/16,Montebourg,0
12/25/16,Hamon,1
12/25/16,Melenchon,1
12/26/16,Le Pen,0
12/26/16,Fillon,1
12/26/16,Sarkozy,0
12/26/16,Juppe,0
12/26/16,Macron,0
12/26/16,Hollande,0
12/26/16,Valls,0
12/26/16,Montebourg,1
12/26/16,Hamon,2
12/26/16,Melenchon,0
12/27/16,Le Pen,0
12/27/16,Fillon,3
12/27/16,Sarkozy,0
12/27/16,Juppe,0
12/27/16,Macron,1
12/27/16,Hollande,1
12/27/16,Valls,0
12/27/16,Montebourg,1
12/27/16,Hamon,0
12/27/16,Melenchon,0
12/28/16,Le Pen,2
12/28/16,Fillon,3
12/28/16,Sarkozy,1
12/28/16,Juppe,0
12/28/16,Macron,0
12/28/16,Hollande,0
12/28/16,Valls,0
12/28/16,Montebourg,0
12/28/16,Hamon,0
12/28/16,Melenchon,1
12/29/16,Le Pen,0
12/29/16,Fillon,0
12/29/16,Sarkozy,0
12/29/16,Juppe,0
12/29/16,Macron,0
12/29/16,Hollande,3
12/29/16,Valls,2
12/29/16,Montebourg,0
12/29/16,Hamon,0
12/29/16,Melenchon,0
12/30/16,Le Pen,1
12/30/16,Fillon,2
12/30/16,Sarkozy,0
12/30/16,Juppe,0
12/30/16,Macron,3
12/30/16,Hollande,1
12/30/16,Valls,0
12/30/16,Montebourg,0
12/30/16,Hamon,0
12/30/16,Melenchon,0
12/31/16,Le Pen,4
12/31/16,Fillon,1
12/31/16,Sarkozy,0
12/31/16,Juppe,0
12/31/16,Macron,0
12/31/16,Hollande,3
12/31/16,Valls,0
12/31/16,Montebourg,0
12/31/16,Hamon,0
12/31/16,Melenchon,0
01/01/17,Le Pen,0
01/01/17,Fillon,0
01/01/17,Sarkozy,0
01/01/17,Juppe,0
01/01/17,Macron,0
01/01/17,Hollande,0
01/01/17,Valls,0
01/01/17,Montebourg,0
01/01/17,Hamon,0
01/01/17,Melenchon,0
01/02/17,Le Pen,2
01/02/17,Fillon,10
01/02/17,Sarkozy,0
01/02/17,Juppe,0
01/02/17,Macron,3
01/02/17,Hollande,2
01/02/17,Valls,0
01/02/17,Montebourg,3
01/02/17,Hamon,0
01/02/17,Melenchon,0
01/03/17,Le Pen,7
01/03/17,Fillon,7
01/03/17,Sarkozy,0
01/03/17,Juppe,0
01/03/17,Macron,1
01/03/17,Hollande,0
01/03/17,Valls,5
01/03/17,Montebourg,2
01/03/17,Hamon,1
01/03/17,Melenchon,0
01/04/17,Le Pen,5
01/04/17,Fillon,10
01/04/17,Sarkozy,1
01/04/17,Juppe,0
01/04/17,Macron,2
01/04/17,Hollande,1
01/04/17,Valls,6
01/04/17,Montebourg,3
01/04/17,Hamon,4
01/04/17,Melenchon,2
01/05/17,Le Pen,5
01/05/17,Fillon,16
01/05/17,Sarkozy,0
01/05/17,Juppe,0
01/05/17,Macron,5
01/05/17,Hollande,2
01/05/17,Valls,5
01/05/17,Montebourg,1
01/05/17,Hamon,1
01/05/17,Melenchon,7
01/06/17,Le Pen,4
01/06/17,Fillon,11
01/06/17,Sarkozy,0
01/06/17,Juppe,0
01/06/17,Macron,6
01/06/17,Hollande,3
01/06/17,Valls,7
01/06/17,Montebourg,3
01/06/17,Hamon,2
01/06/17,Melenchon,2
01/07/17,Le Pen,1
01/07/17,Fillon,1
01/07/17,Sarkozy,0
01/07/17,Juppe,2
01/07/17,Macron,2
01/07/17,Hollande,3
01/07/17,Valls,1
01/07/17,Montebourg,0
01/07/17,Hamon,0
01/07/17,Melenchon,0
01/08/17,Le Pen,3
01/08/17,Fillon,3
01/08/17,Sarkozy,0
01/08/17,Juppe,0
01/08/17,Macron,3
01/08/17,Hollande,1
01/08/17,Valls,5
01/08/17,Montebourg,1
01/08/17,Hamon,1
01/08/17,Melenchon,1
01/09/17,Le Pen,1
01/09/17,Fillon,7
01/09/17,Sarkozy,0
01/09/17,Juppe,0
01/09/17,Macron,3
01/09/17,Hollande,1
01/09/17,Valls,5
01/09/17,Montebourg,3
01/09/17,Hamon,3
01/09/17,Melenchon,6
01/10/17,Le Pen,6
01/10/17,Fillon,18
01/10/17,Sarkozy,1
01/10/17,Juppe,0
01/10/17,Macron,6
01/10/17,Hollande,2
01/10/17,Valls,3
01/10/17,Montebourg,4
01/10/17,Hamon,5
01/10/17,Melenchon,3
01/11/17,Le Pen,1
01/11/17,Fillon,22
01/11/17,Sarkozy,0
01/11/17,Juppe,0
01/11/17,Macron,8
01/11/17,Hollande,0
01/11/17,Valls,3
01/11/17,Montebourg,0
01/11/17,Hamon,0
01/11/17,Melenchon,3
01/12/17,Le Pen,4
01/12/17,Fillon,14
01/12/17,Sarkozy,0
01/12/17,Juppe,2
01/12/17,Macron,8
01/12/17,Hollande,6
01/12/17,Valls,6
01/12/17,Montebourg,3
01/12/17,Hamon,4
01/12/17,Melenchon,9
01/13/17,Le Pen,1
01/13/17,Fillon,6
01/13/17,Sarkozy,1
01/13/17,Juppe,1
01/13/17,Macron,4
01/13/17,Hollande,1
01/13/17,Valls,3
01/13/17,Montebourg,2
01/13/17,Hamon,4
01/13/17,Melenchon,1
01/14/17,Le Pen,0
01/14/17,Fillon,7
01/14/17,Sarkozy,2
01/14/17,Juppe,0
01/14/17,Macron,8
01/14/17,Hollande,1
01/14/17,Valls,2
01/14/17,Montebourg,1
01/14/17,Hamon,0
01/14/17,Melenchon,0
01/15/17,Le Pen,0
01/15/17,Fillon,0
01/15/17,Sarkozy,0
01/15/17,Juppe,1
01/15/17,Macron,8
01/15/17,Hollande,6
01/15/17,Valls,4
01/15/17,Montebourg,2
01/15/17,Hamon,1
01/15/17,Melenchon,1
01/16/17,Le Pen,4
01/16/17,Fillon,8
01/16/17,Sarkozy,1
01/16/17,Juppe,0
01/16/17,Macron,18
01/16/17,Hollande,3
01/16/17,Valls,4
01/16/17,Montebourg,5
01/16/17,Hamon,2
01/16/17,Melenchon,2
01/17/17,Le Pen,1
01/17/17,Fillon,14
01/17/17,Sarkozy,2
01/17/17,Juppe,0
01/17/17,Macron,14
01/17/17,Hollande,1
01/17/17,Valls,3
01/17/17,Montebourg,4
01/17/17,Hamon,6
01/17/17,Melenchon,2
01/18/17,Le Pen,2
01/18/17,Fillon,6
01/18/17,Sarkozy,1
01/18/17,Juppe,0
01/18/17,Macron,3
01/18/17,Hollande,1
01/18/17,Valls,10
01/18/17,Montebourg,2
01/18/17,Hamon,4
01/18/17,Melenchon,2
01/19/17,Le Pen,4
01/19/17,Fillon,8
01/19/17,Sarkozy,0
01/19/17,Juppe,0
01/19/17,Macron,8
01/19/17,Hollande,1
01/19/17,Valls,8
01/19/17,Montebourg,5
01/19/17,Hamon,7
01/19/17,Melenchon,2
01/20/17,Le Pen,5
01/20/17,Fillon,3
01/20/17,Sarkozy,1
01/20/17,Juppe,1
01/20/17,Macron,4
01/20/17,Hollande,2
01/20/17,Valls,5
01/20/17,Montebourg,2
01/20/17,Hamon,5
01/20/17,Melenchon,1
01/21/17,Le Pen,0
01/21/17,Fillon,0
01/21/17,Sarkozy,0
01/21/17,Juppe,0
01/21/17,Macron,1
01/21/17,Hollande,0
01/21/17,Valls,0
01/21/17,Montebourg,0
01/21/17,Hamon,1
01/21/17,Melenchon,1
01/22/17,Le Pen,0
01/22/17,Fillon,4
01/22/17,Sarkozy,2
01/22/17,Juppe,0
01/22/17,Macron,3
01/22/17,Hollande,4
01/22/17,Valls,12
01/22/17,Montebourg,7
01/22/17,Hamon,18
01/22/17,Melenchon,3
01/23/17,Le Pen,0
01/23/17,Fillon,6
01/23/17,Sarkozy,0
01/23/17,Juppe,0
01/23/17,Macron,5
01/23/17,Hollande,0
01/23/17,Valls,19
01/23/17,Montebourg,2
01/23/17,Hamon,23
01/23/17,Melenchon,3
01/24/17,Le Pen,0
01/24/17,Fillon,8
01/24/17,Sarkozy,0
01/24/17,Juppe,0
01/24/17,Macron,9
01/24/17,Hollande,1
01/24/17,Valls,21
01/24/17,Montebourg,1
01/24/17,Hamon,19
01/24/17,Melenchon,2
01/25/17,Le Pen,1
01/25/17,Fillon,24
01/25/17,Sarkozy,1
01/25/17,Juppe,2
01/25/17,Macron,7
01/25/17,Hollande,3
01/25/17,Valls,16
01/25/17,Montebourg,1
01/25/17,Hamon,16
01/25/17,Melenchon,2
01/26/17,Le Pen,1
01/26/17,Fillon,23
01/26/17,Sarkozy,0
01/26/17,Juppe,0
01/26/17,Macron,7
01/26/17,Hollande,0
01/26/17,Valls,17
01/26/17,Montebourg,0
01/26/17,Hamon,20
01/26/17,Melenchon,3
01/27/17,Le Pen,0
01/27/17,Fillon,28
01/27/17,Sarkozy,1
01/27/17,Juppe,2
01/27/17,Macron,1
01/27/17,Hollande,1
01/27/17,Valls,6
01/27/17,Montebourg,1
01/27/17,Hamon,10
01/27/17,Melenchon,1
01/28/17,Le Pen,1
01/28/17,Fillon,8
01/28/17,Sarkozy,3
01/28/17,Juppe,0
01/28/17,Macron,1
01/28/17,Hollande,0
01/28/17,Valls,5
01/28/17,Montebourg,0
01/28/17,Hamon,5
01/28/17,Melenchon,1
01/29/17,Le Pen,1
01/29/17,Fillon,21
01/29/17,Sarkozy,0
01/29/17,Juppe,0
01/29/17,Macron,2
01/29/17,Hollande,0
01/29/17,Valls,9
01/29/17,Montebourg,0
01/29/17,Hamon,24
01/29/17,Melenchon,7
01/30/17,Le Pen,2
01/30/17,Fillon,17
01/30/17,Sarkozy,1
01/30/17,Juppe,0
01/30/17,Macron,10
01/30/17,Hollande,6
01/30/17,Valls,12
01/30/17,Montebourg,0
01/30/17,Hamon,40
01/30/17,Melenchon,5
01/31/17,Le Pen,3
01/31/17,Fillon,22
01/31/17,Sarkozy,0
01/31/17,Juppe,0
01/31/17,Macron,15
01/31/17,Hollande,2
01/31/17,Valls,3
01/31/17,Montebourg,0
01/31/17,Hamon,16
01/31/17,Melenchon,1
02/01/17,Le Pen,3
02/01/17,Fillon,51
02/01/17,Sarkozy,0
02/01/17,Juppe,3
02/01/17,Macron,16
02/01/17,Hollande,0
02/01/17,Valls,1
02/01/17,Montebourg,0
02/01/17,Hamon,6
02/01/17,Melenchon,2
02/02/17,Le Pen,4
02/02/17,Fillon,30
02/02/17,Sarkozy,1
02/02/17,Juppe,2
02/02/17,Macron,5
02/02/17,Hollande,7
02/02/17,Valls,2
02/02/17,Montebourg,0
02/02/17,Hamon,13
02/02/17,Melenchon,2
02/03/17,Le Pen,10
02/03/17,Fillon,40
02/03/17,Sarkozy,0
02/03/17,Juppe,1
02/03/17,Macron,8
02/03/17,Hollande,2
02/03/17,Valls,0
02/03/17,Montebourg,0
02/03/17,Hamon,9
02/03/17,Melenchon,2
02/04/17,Le Pen,8
02/04/17,Fillon,9
02/04/17,Sarkozy,0
02/04/17,Juppe,0
02/04/17,Macron,7
02/04/17,Hollande,2
02/04/17,Valls,1
02/04/17,Montebourg,0
02/04/17,Hamon,5
02/04/17,Melenchon,2
02/05/17,Le Pen,13
02/05/17,Fillon,11
02/05/17,Sarkozy,0
02/05/17,Juppe,1
02/05/17,Macron,10
02/05/17,Hollande,2
02/05/17,Valls,0
02/05/17,Montebourg,0
02/05/17,Hamon,11
02/05/17,Melenchon,14
02/06/17,Le Pen,8
02/06/17,Fillon,60
02/06/17,Sarkozy,1
02/06/17,Juppe,6
02/06/17,Macron,5
02/06/17,Hollande,0
02/06/17,Valls,0
02/06/17,Montebourg,0
02/06/17,Hamon,5
02/06/17,Melenchon,4
02/07/17,Le Pen,3
02/07/17,Fillon,44
02/07/17,Sarkozy,0
02/07/17,Juppe,1
02/07/17,Macron,6
02/07/17,Hollande,0
02/07/17,Valls,1
02/07/17,Montebourg,1
02/07/17,Hamon,6
02/07/17,Melenchon,2
02/08/17,Le Pen,2
02/08/17,Fillon,21
02/08/17,Sarkozy,0
02/08/17,Juppe,1
02/08/17,Macron,1
02/08/17,Hollande,0
02/08/17,Valls,0
02/08/17,Montebourg,0
02/08/17,Hamon,6
02/08/17,Melenchon,1
02/09/17,Le Pen,8
02/09/17,Fillon,12
02/09/17,Sarkozy,1
02/09/17,Juppe,0
02/09/17,Macron,4
02/09/17,Hollande,1
02/09/17,Valls,0
02/09/17,Montebourg,0
02/09/17,Hamon,2
02/09/17,Melenchon,1
02/10/17,Le Pen,8
02/10/17,Fillon,15
02/10/17,Sarkozy,1
02/10/17,Juppe,1
02/10/17,Macron,8
02/10/17,Hollande,1
02/10/17,Valls,0
02/10/17,Montebourg,0
02/10/17,Hamon,3
02/10/17,Melenchon,2
02/11/17,Le Pen,0
02/11/17,Fillon,5
02/11/17,Sarkozy,1
02/11/17,Juppe,1
02/11/17,Macron,1
02/11/17,Hollande,1
02/11/17,Valls,0
02/11/17,Montebourg,0
02/11/17,Hamon,1
02/11/17,Melenchon,3
02/12/17,Le Pen,1
02/12/17,Fillon,3
02/12/17,Sarkozy,0
02/12/17,Juppe,1
02/12/17,Macron,2
02/12/17,Hollande,0
02/12/17,Valls,0
02/12/17,Montebourg,0
02/12/17,Hamon,0
02/12/17,Melenchon,0
02/13/17,Le Pen,0
02/13/17,Fillon,3
02/13/17,Sarkozy,0
02/13/17,Juppe,0
02/13/17,Macron,0
02/13/17,Hollande,1
02/13/17,Valls,0
02/13/17,Montebourg,0
02/13/17,Hamon,2
02/13/17,Melenchon,0
02/14/17,Le Pen,1
02/14/17,Fillon,3
02/14/17,Sarkozy,0
02/14/17,Juppe,0
02/14/17,Macron,0
02/14/17,Hollande,0
02/14/17,Valls,0
02/14/17,Montebourg,0
02/14/17,Hamon,2
02/14/17,Melenchon,3
02/15/17,Le Pen,0
02/15/17,Fillon,4
02/15/17,Sarkozy,1
02/15/17,Juppe,0
02/15/17,Macron,0
02/15/17,Hollande,0
02/15/17,Valls,0
02/15/17,Montebourg,0
02/15/17,Hamon,4
02/15/17,Melenchon,3
